"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S02_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Hard","MCQ","Which polygon name corresponds to a figure with \(7\) sides?","heptagon","quadrilateral","triangle","dodecagon","A","A polygon with \(7\) sides is called a heptagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_022","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Hard","MCQ","Which polygon name corresponds to a figure with \(8\) sides?","quadrilateral","octagon","triangle","dodecagon","B","A polygon with \(8\) sides is called a octagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_023","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Hard","MCQ","Which polygon name corresponds to a figure with \(9\) sides?","quadrilateral","triangle","nonagon","dodecagon","C","A polygon with \(9\) sides is called a nonagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_024","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Hard","MCQ","Which polygon name corresponds to a figure with \(10\) sides?","quadrilateral","triangle","dodecagon","decagon","D","A polygon with \(10\) sides is called a decagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_025","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(5\) sides?","pentagon","quadrilateral","triangle","dodecagon","A","A polygon with \(5\) sides is called a pentagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_026","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(6\) sides?","quadrilateral","hexagon","triangle","dodecagon","B","A polygon with \(6\) sides is called a hexagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_027","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(7\) sides?","quadrilateral","triangle","heptagon","dodecagon","C","A polygon with \(7\) sides is called a heptagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_028","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(8\) sides?","quadrilateral","triangle","dodecagon","octagon","D","A polygon with \(8\) sides is called a octagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_029","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(9\) sides?","nonagon","quadrilateral","triangle","dodecagon","A","A polygon with \(9\) sides is called a nonagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S02_030","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S02","Using the prefix to determine polygons","2.5.2","Advanced","MCQ","Which polygon name corresponds to a figure with \(10\) sides?","quadrilateral","decagon","triangle","dodecagon","B","A polygon with \(10\) sides is called a decagon.","geometry;polygons;quadrilaterals;prefix;determine;naming","approved_hierarchy_v1"
"QB_A02_T05_S03_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_011","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_012","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_013","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_014","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_015","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_016","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_017","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_018","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_019","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_020","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_022","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_023","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_024","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_025","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_026","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_027","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_028","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_029","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S03_030","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S03","Spatial properties of quadrilaterals","2.5.3","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;spatial;properties;quadrilateral","approved_hierarchy_v1"
"QB_A02_T05_S04_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_011","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_012","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_013","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_014","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_015","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_016","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_017","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_018","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_019","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_020","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_022","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_023","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_024","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Hard","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_025","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_026","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_027","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_028","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_029","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_030","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Advanced","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S05_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A parallelogram","A kite","A trapezium","A scalene quadrilateral","A","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A parallelogram","A trapezium","A scalene quadrilateral","B","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A parallelogram","A scalene quadrilateral","C","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A scalene quadrilateral","A parallelogram","D","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A parallelogram","A kite","A trapezium","A scalene quadrilateral","A","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A parallelogram","A trapezium","A scalene quadrilateral","B","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
